id,full_nr,name,ks,material,commentary,event_type,location,start,end,before_Christ,country_and_unit,participants_role,participant,parish,text,class,technique,parameter,unit,value,acr,trt,trs,trj,trl,kt,kj,kl,element_count,legend,is_original,initial_info,damages,state,color,additional_text,type
2799881,,,,,,,,,,,,,,,,,,,,,AM,,,,,N,,,1.0,,0.0,,,hea,,,fotonegatiiv
3576905,ETMM _ 11372 T 558:1/42:9,"Kadi Taniloo, kavad ja brošüürid, Vanemuise kavad, Paunvere, 15.03.1938",558.0,paber,,teater,,,,,  ,seosorganisatsioon,Teater Vanemuine,,,,,,,,ETMM,_,11372.0,,,T,1.0,42:09:00,1.0,,1.0,,,hea,,,kava
2118065,ETMM _ 8783 M 9:2/119:3,Öösi,9.0,paber,,soololaul,,,,,  ,,,,,,pliiats,dokumendi maht,leht,1,ETMM,_,8783.0,,,M,2.0,119:03:00,1.0,Mart Saare isikukogu M9,1.0,16.05.1934,"kulunud, määrdunud",halb,,"Muusikaline materjal sama, mis soololauludes ""Ja meri laulis"" ja ""Võõrsil""","käsikiri, laul/ vokaalmuusika"
3338428,AM _ 71:56 F154 6:177,"Eesti NSV Ülemnõukogu valimised 16. veebruaril 1947. Kandidaadi elulugu ja portree: Haldre, Valli Hansu t.",6.0,paber,,valimised,,1947,,ei,Eesti  ,,,,,,,,,,AM,_,71.0,56.0,,F154,177.0,,1.0,,1.0,,,hea,,,plakat
3078928,ETMM _ 8330 Af 953:24/T,"Plakat, 4-26. oktoobri mängukava, Nukuteater 1969",953.0,paber,,teatrietendused,,04.10.1969,26.10.1969,ei,Eesti  Tallinn,seosorganisatsioon,SA NUKU,,,,,kõrgus,cm,52.5,ETMM,_,8330.0,,,Af,24.0,T,1.0,,1.0,,,rahuldav,,,plakat
1613112,ETMM _ 12522:5 Fk 122647/k,„Savoy Ball“ (Pál  Ábrahám). Estonia 1982. Madeleine – Helgi Sallo. Foto: Boris Saenko. Värviline negatiiv,122647.0,film (materjal),Värviline negatiiv.,,,,,,,,,,,,,laius,mm,36,ETMM,_,12522.0,5.0,,Fk,,k,1.0,Boris Saenko värvilised negatiivid. Muuseumisse toodud abikaasa Valentina Saenko poolt.,1.0,122457-k,,hea,,,fotonegatiiv
2798550,AM N 22216:2/a,"	
Park Kingissepa tänava ääres ",22216.0,nitrotselluloosfilm,,linnaehitus,,mai.71,,ei,  ,fotograaf,"Kärner, Rein",,,,,kõrgus,cm,6,AM,,,,,N,2.0,a,1.0,,1.0,,,hea,,,fotonegatiiv
2774790,,,,,,,,,,,,,,,,,,,,,AM,,,,,N,,,1.0,,1.0,,,hea,,,fotonegatiiv
3432328,AM F 33224:113,Tallinna Toidukaubastu piduõhtu Tombis Pikk tn. 26 1982.a. Pildil T.Vjazinkina jt.,33224.0,hõbeželatiinpaber,,toidukaubandus,,1982,,ei,Eesti  Tallinn,,,,,,,kõrgus,cm,"8,4",AM,,,,,F,113.0,,1.0,"Majandusajaloo Muuseumi likvideerimiskomsjoni poolt üleantud esemed - fotoalbumid.
",1.0,,,hea,,,foto
2335105,AM _ 34923 A 981:49,kellukas,981.0,pronks,,,,,,,,,,,,,,,,,AM,_,34923.0,,,A,49.0,,1.0,Kogutud 200 ja 2001 aastal kalme alalt metallidedektoriga ja kaevamistel. M. Mandel,,,,hea,,,arheoloogiline leid
2994527,ETMM _ 8293 T 429:4556/Ar,Избранные стихотворения в переводах русских поэтов.,429.0,paber,,trükkimine/ avaldamine,linn Sankt-Peterburg,1911,,ei,Vene  ,,,,,,trükkimine,raamatu maht,lk,80,ETMM,_,8293.0,,,T,4556.0,Ar,1.0,,1.0,,,hea,,,raamat
2319453,AM _ 21499 A 478:142,Neet,478.0,pronks,,arheoloogilised kaevamised,,1973,,ei,  ,,,,,,,,,,AM,_,21499.0,,,A,142.0,,1.0,Kaevanud M.Mandel 1973-74.a.,,,,rahuldav,,,arheoloogiline leid
2763586,,,,,,,,,,,,,,,,,,,,,AM,,,,,N,,,1.0,,0.0,,,hea,,,fotonegatiiv
3912084,,,,,,,,,,,,,,,,,,,,,ETMM,_,8330.0,,,Af,1.0,T,1.0,,1.0,,,hea,,"Esietendus 17.02.1963. Teose autor Osvald Tooming. Lavastaja Heino Kulvere. 60x84cm.
",plakat
3148631,ETMM _ 5475 T 43:2/2:9,Kostüümikavandid tegelastele lavastuses Mahtra sõda ENSV Riiklikus Noorsooteatris,43.0,paber,,teatrietendused,,1944,,ei,Eesti  Tallinn,seosorganisatsioon,Noorsooteater,,,,tušš,lehe kõrgus,cm,16,ETMM,_,5475.0,,,T,2.0,02:09,1.0,,1.0,,,hea,,"tegelased Kapten, Soldat Ott",kavand/joonis/eskiis
3489377,,,,,,,,,,,,,,,,,,,,,ETMM,_,12840.0,57.0,,Df,,,1.0,Austraalias tegutsenud Eesti meeskoori kogutud materjalid on toodud Eesti Teatri- ja Muusikamuuseumisse 2011. aastal Raivo Kalamäe ning saadetud Austraaliast Viktor Valk'i poolt 2013-2014. aasta jooksul,1.0,Austraalias tegutsenud Eesti meeskoori kogutud materjalid on toodud Eesti Teatri- ja Muusikamuuseumisse 2011. aastal Raivo Kalamäe ning saadetud Austraaliast Viktor Valk'i poolt 2013-2014. aasta jooksul,,hea,,,digitaalne kujutis
2334340,AM _ 33005 A 818:1,Savinõukillud,818.0,savi,,,,,,,,,,,,,,,,,AM,_,33005.0,,,A,1.0,,1.0,Korjatud asulakohalt 1997.a.,,,,hea,,,arheoloogiline leid
2314813,AM _ 13749 A 305:2,Sõrmus,305.0,pronks,"kinnine, lamekumerast vitsast, mis keskosas laieneb ovaalseks plaadikeseks (Ø 1,4 cm); sellel on robustse äärejoone sees sisselõigatud soontega kujutatud ilmselt lindu; keskplaadi äärtes vitsa pealistahul diagonaalsetest tähtjoontest ornament.",,,,,,,,,,,,,läbimõõt,cm,"2,4",AM,_,13749.0,,,A,2.0,,1.0,Leitud 1927.a. ehitustöödel Lutheri vaestemaja tän. 46,,,,hea,,,arheoloogiline leid
4283299,ETMM _ 8702 Mo 1:1/54:3,"Pangaraamat, Muusikamuuseum",1.0,paber,,muuseumitöö,,1936,1940,ei,  ,,,,,,,,,,ETMM,_,8702.0,,,Mo,1.0,54:03:00,1.0,,1.0,,,rahuldav,,,raamat
2313899,AM _ 13749 A 27:99,Kilbineet,27.0,raud,,,,,,,,,,,,,,diameeter,cm,"3,4",AM,_,13749.0,,,A,99.0,,1.0,Kaevanud A. Spronkseckelsen 1908.a.,,,,hea,,,arheoloogiline leid
2765894,,,,,,teatrietendused,,16.04.2004,,ei,  ,,,,,,,,,,ETMM,_,12657.0,3.0,,Af,3.0,T,1.0,Estonia plakatid aastatest 2004-2009,1.0,,,hea,,,plakat
4295295,ETMM _ Fk 49067/r,"pildil: ENSV koolinoorte 2. laulupeo, rahvakunstiõhtu, üldvaadepildil: ",49067.0,fotomaterjal,,muusika,,,,,  ,autor,"Saarne, Henno",,,,,filmikaader,60 x 60 mm,1,ETMM,_,,,,Fk,,r,1.0,,1.0,TB010322,,hea,,,fotonegatiiv
3332579,ETMM _ 8201 M 13:1/457:2,Käsikirjalised laulude tekstid,13.0,fotopaber,,informatsiooni säilitamine,,,,,  ,seosisik,"Tamm, Aino",,,,,,,,ETMM,_,8201.0,,,M,1.0,457:02:00,1.0,,1.0,,,rahuldav,,,paber
2386789,,,,,,,,,,,,,,,,,,,,,ETMM,_,8291.0,,,T,1.0,53:21:00,1.0,,1.0,,,hea,,,kava
3086556,,,,,,teatrietendused,,1972,,ei,Eesti  Tallinn,seosorganisatsioon,Noorsooteater,,,,,kõrgus,cm,60,ETMM,_,8330.0,,,Af,110.0,T,1.0,,1.0,,,hea,,,plakat
3542805,,,,,,,,,,,,,,,,,,,,,ETMM,_,9362.0,,,T,1.0,48:52:00,1.0,,1.0,,,määramata,,,foto
3093570,ETMM _ 7378 M 14:1/151:6,"Foto, Karl Leinus, Kaukaasia
koorijuhid,1954",14.0,fotomaterjal,,kultuur,,1954,,ei,  ,seosisik,"Leinus, Karl",,,,,,,,ETMM,_,7378.0,,,M,1.0,151:06:00,1.0,,1.0,,,rahuldav,,,foto
2338558,AM F158 10:60,A. H. Tammsaare 1878- 1978,10.0,paber,,trükkimine/ avaldamine,,,,,  ,trükkija (valmistaja),"""Oktoober"" trükikoda",,,,,kõrgus,cm,88,AM,,,,,F158,60.0,,1.0,,,,,hea,,"Kollasel taustal must tekst ""Tõe ja Õiguse"" 1. osa algusest ""See oli läinud aastasaja….. Oma päevad lõpetame."" Keskel foto porisest võsavahelisest teest.",plakat
3230855,ETMM _ 8201 M 13:1/329:11,"Tervitused ja õnnetlused  a.1938-1943 Aino Tammele.
",13.0,paber,,kirjavahetus,linn Võru,07.04.1939,,ei,Eesti  ,adressaat,"Tamm, Aino",,,,,,,,ETMM,_,8201.0,,,M,1.0,329:11:00,1.0,,1.0,,,hea,,,postkaart
2714166,ETMM _ 8293 T 429:3931/Ar,Raamat Prantsuse -eesti sõnaraamat,429.0,paber,,teatmekirjandus,,1930,,ei,  ,,,,,,trükkimine,raamatu maht,lk,577,ETMM,_,8293.0,,,T,3931.0,Ar,1.0,,1.0,,,hea,,,raamat
3082006,ETMM _ 4868 Fk 6489/kl,"Ada Ahi partner Eskoga, tantsupoosis, ca 1930-1933",6489.0,klaas,,teater,,1930,1933,ei,  ,autor,J. & P. Parikas,,,,mustvalge fotograafia,kujutise kõrgus,cm,13,ETMM,_,4868.0,,,Fk,,kl,1.0,,1.0,,,rahuldav,,,fotonegatiiv
3904711,,,,,,,,,,,,,,,,,,,,,ETMM,_,11737.0,78.0,2,Af,113.0,T,1.0,saadud teatrilt iga aasta lõpus,1.0,1995 2.09;autor:E.Raud,,hea,,1995 2.09;autor:E.Raud,plakat
3927266,ETMM _ 8279 Af 343:1/T,"Plakat, Kaitseliit Võru linna malevkond. Suured rahvusvahelised raskejõustiku võistlused. Latvija Riia ja Võru linnade vaheline maadlusvõistlus, poks, tõstmine, Nikolai Stipulov. 5.12.1936 Kandle saalis",343.0,paber,,,,,,,,,,,,,trükkimine,kõrgus,cm,70.5,ETMM,_,8279.0,,,Af,1.0,T,1.0,plakatikogu:haridusseltsid,1.0,,murdejooned,hea,,"Latvija Riia ja Võru linnade vaheline maadlusvõistlus, poks, tõstmine  Nikolai Stepulov.",plakat
4262882,,,,,,,,,,,,,,,,,,dokumendi maht,leht,1,ETMM,_,7315.0,,,T,1.0,01:08,1.0,,1.0,,,rahuldav,,,dokument
3841140,ETMM _ 8870 M 10:1/22:2,"Vestlus, Sõrmus,Eduard, Billy Hollandiga",10.0,paber,,mälestused,,,,,  ,seosisik,"Sõrmus, Eduard",,,,,,,,ETMM,_,8870.0,,,M,1.0,22:02,1.0,,1.0,,,hea,,,käsikiri
2352556,AM _ 29434 M 1526,Medal,1526.0,valge metall,,valmistamine,,1970,1980,,Eesti  ,,,,,,,läbimõõt,mm,50,AM,_,29434.0,,,M,,,1.0,,,,,hea,,Eesti Põlevkivi kutsevõistlused,medal
1476450,ETMM _ 12419:32 M 200:1/55:34,"Foto: Mägi,Ester: portree",200.0,fotomaterjal,,isiklik ja pereelu,,,,,  ,omanik,"Mägi, Ester",,,,,,,,ETMM,_,12419.0,32.0,,M,1.0,55:34:00,1.0,Ester Mägi isikukogu,,,,rahuldav,,,foto
1796196,ETMM _ 12519:38 M 39:483/Ar,Колокола,39.0,paber,,instrumentaalmuusika,,,,,  ,autor,"Eller, Heino",,Noot: Heino Eller: Kellad: klavelile,nimetus lähtedokumendil,trükkimine,trükise maht,lk,11,ETMM,_,12519.0,38.0,,M,483.0,Ar,1.0,"Heino Elleri isikuraamatukogu
Peeter Süda isakuraamatukogu
Hillar Saha isikuraamatukogu
Anton Kasemetsa isikuraamatukogu",1.0,"Leningrad, 1965
11lk.
H.Elleri autogramm
vene keeles",,hea,,H. Elleri autogramm vene keeles,trükinoot
3661195,ETMM _ 8800 T 159:1/64:7,Georg Otsa kava Leningradi Kirovi nim. Ooperi ja balletiteatri lavastusest Traviata,159.0,paber,,teatrietendused,linn Leningrad,10.10.1974,,ei,NSVL  ,seosorganisatsioon,Leningradi Kirovi nim. Ooperi- ja Balletiteater,,,,,dokumendi maht,leht,3,ETMM,_,8800.0,,,T,1.0,64:07:00,1.0,,1.0,,,hea,,vene keelne,kava
3496024,ETMM _ 11841 M 441:2/8:1,"käsikiri, Süit kammerorkestrile (hääled, klaviir, visandid), Alo Mattiisen, 1990",441.0,paber,,muusika,,,,,  ,autor,"Mattiisen, Alo",,,,,,,,ETMM,_,11841.0,,,M,2.0,08:01,1.0,,1.0,,,hea,,,käsikiri
3775855,ETMM _ 5827 Fk 7551/k,"Tagaranna meeste kalakuunar, Teater Estonia, 1947, osades: Saukas – August Mihklisoo, Panga Sander – Harald Metsis, Vihvelin – Ruut Tarmo",7551.0,film,,pildistamine,,1947,,ei,Eesti  Tallinn,autor,"Alla, Armin",,,,mustvalge fotograafia,negatiivi formaat,24 x 36 mm,1,ETMM,_,5827.0,,,Fk,,k,1.0,,1.0,,,rahuldav,,,fotonegatiiv
2346536,AM Fm 317:8,"Filmi ""Värvilised unenäod"" võtted",317.0,fotomaterjal>film>atsetaattselluloosfilm,,pildistamine,,1974,,ei,Eesti  ,autor,"Poljakov, Jüri",,,,fotograafia>värvifotograafia>kromogeenmenetlus,negatiivi formaat,60 x 60 mm,1,AM,,,,,Fm,8.0,,1.0,"Osaliselt säilinud negatiivikogu Tallinnfilmi fotoarhiivist - kolme filmi kajastused: ""Indrek"", ""Ohtlikud mängud"" ja ""Värvilised unenäod"". Edastatud Filmimuuseumile Kinoliidu kaudu. 

",,,,hea,,Kati - Katrin Zilinska,fotonegatiiv
2566166,,,,,,laulupeod,,23.06.1938,25.06.1938,ei,Eesti  Tallinn,,,,,,,,,,ETMM,_,8848.0,,,Mo,1.0,136:01:00,1.0,,1.0,,,hea,,,dokument
3229188,ETMM _ 4868 Fk 5897/kl,"Kuus venda, Draamateater, 1936",5897.0,fotoemulsioon,,teater,,,,,  ,näitleja,"Kasimir, Vladimir",,,,mustvalge fotograafia,kujutise kõrgus,cm,15,ETMM,_,4868.0,,,Fk,,kl,1.0,,1.0,,,rahuldav,,,fotonegatiiv
2319445,AM _ 24241 A 491:700,Savinõukillud,491.0,savi,,,,,,,,,,,,,,,,,AM,_,24241.0,,,A,700.0,,1.0,Kaevanud M.Mandel 1976-80.a.,,,,rahuldav,,,arheoloogiline leid
4299180,ETMM _ 10422 Fk 83834/r,"Jevgeni Onegin, Teater Estonia, 1986, osades: Jevgeni Onegin - Väino Puura, Vladimir Lenski - Rostislav Gurjev",83834.0,fotomaterjal,,teater,,1986,,ei,  ,seosorganisatsioon,Rahvusooper Estonia,,,,,filmikaader,60 x 60 mm,1,ETMM,_,10422.0,,,Fk,,r,1.0,,1.0,TB200222,,hea,,,fotonegatiiv
2803274,AM N 6743:6,Tartu. Kliinikud Toomemäel.,6743.0,hõbeželatiinemulsioon,,haiglad,piirkond Toomemägi,,,,Eesti  Tartu,,,,,,mustvalge fotograafia,negatiivi formaat,24 x 36 mm,1,AM,,,,,N,6.0,,1.0,,1.0,,,hea,,,fotonegatiiv
2319815,AM _ 21499 A 478:118,Rõngas,478.0,pronks,,arheoloogilised kaevamised,,1973,,ei,  ,,,,,,,,,,AM,_,21499.0,,,A,118.0,,1.0,Kaevanud M.Mandel 1973-74.a.,,,,rahuldav,,,arheoloogiline leid
3580358,ETMM _ 5429 T 139:1/26:10,Postkaart T. Altermanni portreefotost.,139.0,paber,,fotograafia,,1907,1908,ei,  ,autor,J. & P. Parikas,,,,mustvalge fotograafia,,,,ETMM,_,5429.0,,,T,1.0,26:10:00,1.0,,1.0,,,hea,,,postkaart
3368834,ETMM _ 11457 M 159:1/642:21,"Foto, Karl Leichter, vend Eduard",159.0,fotopaber,,fotograafia,,,,,  ,seosisik,"Leichter, Karl",,,,,,,,ETMM,_,11457.0,,,M,1.0,642:21:00,1.0,,1.0,,,rahuldav,,,foto
2045066,,,,,,kirikud,aadress Pühavaimu 2,,,,Eesti  Kesklinna,,,,,,,,,,AM,_,12854.0,231.0,,F,231.0,,1.0,,1.0,,,hea,,,foto
2040019,,,,,,,,,,,,,,,,,,,,,AM,_,13741.0,360.0,,F,,,1.0,,,,,hea,,,foto
2978081,ETMM _ 10045 T 429:5768/Ar,Maamõõtjate ajad.,429.0,paber,,ilukirjandus,,1959,,ei,Eesti  ,autor,"Kaudzite, R.",,,,trükkimine,raamatu maht,lk,367,ETMM,_,10045.0,,,T,5768.0,Ar,1.0,,1.0,,,hea,,,raamat
2320024,AM _ 21499 A 479:1,Kaelavõru,479.0,pronks,,,,,,,,,,,,,,,,,AM,_,21499.0,,,A,1.0,,1.0,"Leitud 1970.a. sügisel põllult, Tallinn-Virtsu mnt. äärest",,,,rahuldav,,,arheoloogiline leid
1658570,ETMM _ 12490:36 M 273:35/Ar,Don Quijote I,273.0,paber,,trükkimine/ avaldamine,linn Tallinn,1946,,ei,Eesti  ,kirjastaja,"Ilukirjandus ja Kunst, kirjastus",,Raamat: Cervantes: Don Quijote ,nimetus lähtedokumendil,trükkimine,raamatu maht,lk,496,ETMM,_,12490.0,36.0,,M,35.0,Ar,1.0,Aurora Semperile kuulunud raamatud annetatud Jüri Plinki poolt muuseumile,1.0,"I köide
Ilukirjandus ja Kunst
Tallinn, 1946
496lk.
pühendus",,hea,,pühendus,raamat
1832596,,,,,,,,,,,,,,,,,,,,,ETMM,_,5429.0,,,T,1.0,12:14,1.0,,1.0,,,hea,,,foto
4261132,ETMM _ 11166 Fk 103861/r,"portree: Roman Toi, ",103861.0,fotomaterjal,,muusika,,,,,  ,seosisik,"Toi, Roman",,,,,filmikaader,60 x 60 mm,1,ETMM,_,11166.0,,,Fk,,r,1.0,,1.0,TB050122,,hea,,,fotonegatiiv
3707578,ETMM _ 11866 T 23:2/119:25,Kostüümikavand tegelasele 1. ohvitser lavastusele Rembrandt. Vanemuine 1975,23.0,paber,,teatrietendused,,1975,,ei,  ,helilooja,"Kapp, Eugen",,,,pliiats,,,,ETMM,_,11866.0,,,T,2.0,119:25:00,1.0,Meeri Säre poolt üleantud muuseumile,1.0,"E.Kapp;Vanemuine,1975;kostüümikavandid,rekvisiidikavand",,hea,,"E.Kapp;Vanemuine,1975;kostüümikavandid,rekvisiidikavand",kavand/joonis/eskiis
2005398,,,,,,,,,,,,,,,,,,,,,ETMM,_,6567.0,,,M,1.0,75-6,1.0,,1.0,,,hea,,,kiri
2405236,,,,,,,,,,,,,,,,,,,,,ETMM,_,8291.0,,,T,1.0,54:84,1.0,,1.0,,,hea,,,kava
2767226,AM N 7510,Kohtla-Järve põlevkivi gaasivabrik.,7510.0,film,,tööstus,,,,,Eesti  Kohtla-Järve,,,,,,mustvalge fotograafia,negatiivi formaat,24 x 36 mm,1,AM,,,,,N,,,1.0,,1.0,,,hea,,,fotonegatiiv
4035709,ETMM _ 11579 T 570:1/15:9,"Rudolf Alarile kuulunud noot, Beethoven, Mind võta oma armuga sa täita",570.0,paber,,teater,,,,,  ,autor,"Beethoven, Ludvig van",,,,,,,,ETMM,_,11579.0,,,T,1.0,15:09,1.0,,1.0,,,rahuldav,,,trükinoot
2785155,,,,,,,,,,,,,,,,,,,,,AM,,,,,N,1.0,,1.0,,1.0,,,hea,,,fotonegatiiv
2360531,,,,,,,,,,,,,,,,,,,,,ETMM,_,8563.0,,,T,1.0,191:08:00,1.0,,1.0,,,hea,,,kiri
3188010,AM _ 70:108/5 P 5445,Eesti Ehitustööliste Liidu SM pitser,5445.0,paber,,,,,,,,,,,,,,,,,AM,_,70.0,108.0,5,P,,,1.0,,1.0,,Korras,hea,,Eesti Ehitus-tööliste Liit SM,pitser/templijäljend
3139572,AM _ 12336:38 P 4290,Von Brümmer'i vapiga pitser,4290.0,orgaaniline aine,pitserilakk,valmistamine,,1701,1800,ei,  ,,,,,,,läbimõõt,cm,"2,8",AM,_,12336.0,38.0,,P,,,1.0,"Eestimaa Kirjanduse Ühingu Muuseumi kogu, VIII 135",,,Mõranenud,rahuldav,,"Saksa kilbil kolm (2:1) hundikonksu. Kask kannab kolme jaanalinnusulge, millest keskmisel hundikonks. Kilbihoidjaiks odadele toetuvad metslased. Kilp ehisraamis. ",pitser/templijäljend
3909006,ETMM _ 11673 M 164:1/106:42,"Kava, Lepnurm, Hugo- Orelifestivali buklett",164.0,paber,,kultuur,,1970,1983,ei,  ,,,,,,,,,,ETMM,_,11673.0,,,M,1.0,106:42:00,1.0,,1.0,,,rahuldav,,,kava
3537280,ETMM _ 9543 T 200:226/Ar,Merikarud,200.0,paber,,näitekirjandus,,1935,,ei,  ,dramaturg,"Zalite, Elina",,,,masinal kirjutamine,trükise maht,lk,116,ETMM,_,9543.0,,,T,226.0,Ar,1.0,,1.0,,,rahuldav,,,käsikiri
2385208,,,,,,pildistamine,,1973,,ei,  ,kujutatu,"Laur, Hugo",,,,,,,,ETMM,_,9137.0,,,T,1.0,259:09:00,1.0,,1.0,,,hea,,,foto
2798504,,,,,,,,,,,,,,,,,,,,,AM,,,,,N,,,1.0,,0.0,,,hea,,,fotonegatiiv
3945015,AM _ R- 2341,Raamatu osa Eesti arengus. Tallinn 1935,2341.0,paber,,kultuur,,,,,Eesti  ,,,,,,trükkimine,kõrgus,cm,"23,5",AM,_,,,,R-,,,1.0,,1.0,,"koltunud, rebendid",rahuldav,,"Raamat brošeeritud. Välja antud Tallinnas Eesti Kirjanduse Seltsi poolt 1935. a. 299 lk. Trükitud trk. ""Postimees""",raamat
2725780,,,,,,,,,,,,,,,,,,,,,AM,,,,,F,1.0,,1.0,,1.0,,,hea,,,foto
203175,ETMM _ 7903 M 178:2/96:5,"""Laul õnnest"" meeskoorile a cappella    ",178.0,paber,,komponeerimine,,1968,,ei,  ,tõlkija,"Sang, August",,,,käsitsi kirjutamine,,,,ETMM,_,7903.0,,,M,2.0,96:05:00,1.0,,1.0,,,hea,mitmevärviline,Laul õnnest              ,"käsikiri, laul/ vokaalmuusika"
465392,AM _ N 45050:5,Kortermajade ehitus Mustamäe 5. mikrorajoonis.,45050.0,fotomaterjal>emulsioon>hõbeželatiinemulsioon,,ehitustegevus,,,,,  ,,,,,,fotograafia>mustvalge fotograafia,negatiivi formaat,24 x 36 mm,1,AM,_,,,,N,5.0,,1.0,"Negatiivide kogu. Fotograaf teadmata. Päritolu - leitud Pirgu mõisa lähedal maja pööningult 1970.aastatel. Materjal: 35-mm atsetaatfilm, lõigatud 2 kuni 7 kaadriga ribadeks. 20 temaatilise pealkirjaga ümbrikus. Kirjeldus: Tallinna ja Keila -Joa vaated, tööstusvaated, ehitised, sündmused Tallinnas, elu-olu.

Eesti Ajaloomuuseum annab üleandjale tasuta kasutusõiguse muuseumi kogudes olevatest Eesti II Maailmasõja eelsete kinohoonete ja interjööride vaadetest tehtud fotodele.",1.0,,,hea,sinine,Üleandja: Uno Kalle,fotonegatiiv
2070932,,,,,,,,,,,,,,,,,,,,,AM,,,,,F,65.0,,1.0,,,,,hea,,,foto
2720032,,,,,,,,,,,,,,,,,,,,,AM,,,,,F,,,1.0,,1.0,,,hea,,,foto
2247802,AM _ 8148:5 A 1084:12,Rinnaleht,1084.0,hõbe,,,,,,,,,,,,,,läbimõõt,cm,"10,4",AM,_,8148.0,5.0,,A,12.0,,1.0,Saadud Voldemar Tiesenhausenilt 1902. aastal,1.0,Arheoloogiakokku saadud vväärismetallihoidla likvideerimisel,,hea,,"Lame ümmargune rinnaleht. Serv kergelt tagasi keeratud. Serv kaunistatud kummitud punktikeste ja täketest moodustunud ringjoontega. Esiküljel  kolmnurkselt lõppevate otstega risti kujutis, mille keskel kummitud ring. Kujundite kontuurid ääristatud punktiirjoonega.Kannaga.",ehe
1468607,ETMM _ 12418:45 M 200:1/41:8,Kava- Jubilate-Samuel Saulus 75,200.0,paber,,esinemised,,17.05.2008,,ei,  ,omanik,"Mägi, Ester",,,,,,,,ETMM,_,12418.0,45.0,,M,1.0,41:08:00,1.0,"Ester Mägi isikukogu, kontserdikavad, fotod , M 200",,EMTA kammersaal 17.mai 2008,,rahuldav,,,kava
2658632,,,,,,,,,,,,,,,,,,,,,AM,_,12745.0,,,F,3.0,,1.0,,1.0,,,hea,,,foto
2491417,,,,,,politseiteenistus,,1918,1933,ei,Eesti  ,seosisik,"Kokla, Johann",,,,fotograafia>mustvalge fotograafia,,,,AM,,,,,F,53.0,,1.0,,,Lääne-Saare prefekt Johann Kokla fotoalbumi F32998 fotod.,,hea,,Foto on kleebitud albumilehele.,foto
2277540,ETMM _ 10620 M 234:1/9:9,Kutse: August Pulst: Eesti Kujutavate Kunstnikkude Keskühingu Kuldmaske-Ball: Estonia teatrimaja uues saalis,234.0,paber,,,,,,,,,,,,,trükkimine,,,,ETMM,_,10620.0,,,M,1.0,09:09,1.0,August Pulsti isikukogu M234,1.0,"V.a. Hr. A Pulst abikaasaga, Eesti Kujutavate Kunstnikkude Keskühing korraldab kinnise Kuldmaske-Balli Tallinnas ""Estonia"" teatrimaja uues saalis 24. märtsil s. a. k. 9. õht.",,hea,,,kutse
2067238,,,,,,,,,,,,,,,,,,,,,AM,,,,,F,82.0,,1.0,,,,,hea,,,foto
2734087,,,,,,,,,,,,,,,,,,,,,AM,,,,,F,,,1.0,,1.0,,,hea,,,foto
235420,ETMM _ 7784 Gk 112,"karikatuur, Priit Põldroos. 1945",112.0,akvarellvärv,,karikatuurid,,1945,,ei,  ,kujutatu,"Põldroos, Priit",,,,joonistamine,kõrgus,cm,25,ETMM,_,7784.0,,,Gk,,,1.0,,1.0,,,hea,violett,JENSEN 45,karikatuur
2829295,ETMM _ 7191 Mo 10:1/5:26,"Kava,Sümfooniakontsert,1955",10.0,paber,,kultuur,,22.10.1955,,ei,  ,esineja,"Matsov, Roman",,,,,,,,ETMM,_,7191.0,,,Mo,1.0,05:26,1.0,,1.0,,,hea,,,kava
3414079,,,,,,,,,,,,,,,,,,,,,AM,,,,,F,81.0,,1.0,"Majandusajaloo Muuseumi likvideerimiskomsjoni poolt üleantud albumid.
",1.0,,,hea,,,foto
3861340,ETMM _ 7560 T 49:1/174:4,"Foto lavastusest Hommikumaa naine. Rahvateater, 1924. Paul Pinna",49.0,fotopaber,,,,,,,,,,,,,mustvalge fotograafia,,,,ETMM,_,7560.0,,,T,1.0,174:04:00,1.0,,1.0,,,hea,,Hussein - Paul Pinna,foto
2039294,AM F 19088,"Poliitilised väljasaadetud 1.mai pühitsemisel 1910.aastal Tassejevi külas. Esimeses reas paremalt kolmas Maria Saariste  (lapsega süles), kes mehele asumisele järele sõitis. Tema selja taga põlvili J. Saariste.",19088.0,fotomaterjal>fotopaber>hõbeželatiinpaber,,pildistamine,"määramata Tassejevi küla, Krasnojarski krai",1910,,,Vene  ,,,,,,fotograafia>mustvalge fotograafia,lehe kõrgus,cm,9,AM,,,,,F,,,1.0,,1.0,,,hea,,Üleandja: P. Sillaots.,"foto, postkaart"
234278,ETMM _ 5545 Aj 45:3/Mo96,Eesti Selts Lootos pitsat,45.0,puit,,seltsid,linn Tallinn,,,,Eesti  ,seosorganisatsioon,Eesti Selts Lootos,,,,,kõrgus,cm,"6,1",ETMM,_,5545.0,,,Aj,3.0,Mo96,1.0,,1.0,,,rahuldav,sinakasvalge,Eesti Selts Lootus Tallinnas,pitsat
3689879,AM _ 13670:87/3 G 5033,"graafika, Barclay de Tolly monument. 1857",5033.0,paber,,skulptuur (kujutav kunst),,1857,,ei,  ,autor,"Hartmann, Hermann Eduard",,,,puulõige,kõrgus,cm,"7,9",AM,_,13670.0,87.0,3,G,,,1.0,,1.0,,"kergelt kortsunud, servad ära lõigatud, roheliselr paberile kleebitud",rahuldav,,,graafika
