station_id,Aluminium_2019,Aluminium_2020,Ammonium_2019,Ammonium_2020,Boron_2019,Boron_2020,Chloride_2019,Chloride_2020,Coli-like-bacteria-Colilert_2019,Coli-like-bacteria-Colilert_2020,Coli-like-bacteria_2019,Coli-like-bacteria_2020,Colony-count-at-22-C_2019,Colony-count-at-22-C_2020,Color-Pt-Co-unit_2019,Color-Pt-Co-unit_2020,Color-Pt/Co-scale_2019,Color-Pt/Co-scale_2020,Electrical-conductivity_2019,Electrical-conductivity_2020,Enterococci_2019,Enterococci_2020,Escherichia-coli-Colilert_2019,Escherichia-coli-Colilert_2020,Escherichia-coli_2019,Escherichia-coli_2020,Fluoride_2019,Fluoride_2020,Iron_2019,Iron_2020,Manganese_2019,Manganese_2020,Nitrate_2019,Nitrate_2020,Nitrite_2019,Nitrite_2020,Odour-dilution-level_2019,Odour-dilution-level_2020,Oxidability_2019,Oxidability_2020,Smell-ball-units_2019,Smell-ball-units_2020,Sodium_2019,Sodium_2020,Sulphate_2019,Sulphate_2020,Taste-ball-units_2019,Taste-ball-units_2020,Taste-dilution-degree_2019,Taste-dilution-degree_2020,Turbidity-NTU_2019,Turbidity-NTU_2020,pH _2019,pH _2020,compliance_2019,compliance_2020,compliance_2021
216,,,,,,,,,,,0.0,0.0,0.0,54.0,,,0.0,0.0,509.0,495.0,,,,,0.0,0.0,,,84.0,64.0,10.0,62.0,,,,,1.0,1.0,,,,,,,,,,,1.0,1.0,1.0,1.0,6.8,7.4,0.0,1.0,0.0
376,,,0.05,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,569.0,628.0,,,,,0.0,0.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,1.0,1.0,1.0,1.0,7.3,7.3,0.0,0.0,0.0
350,,,0.05,0.05,,,,,,,0.0,0.0,5.0,0.0,,,0.0,0.0,566.0,568.0,,,,,0.0,0.0,,,20.0,20.0,10.0,,,,,,1.0,1.0,,,,,,,,,,,1.0,1.0,1.0,1.0,7.3,7.3,0.0,0.0,0.0
590,,,0.14,0.15,,,,,,,0.0,0.0,,2.0,1.5,1.5,,,421.0,428.0,,,,,0.0,0.0,,,122.0,166.0,,,,,,,,,,,0.0,0.0,,,,,0.0,0.0,,,0.2,0.5,7.7,7.6,0.0,0.0,0.0
1209,,,,,0.807,0.799,,,,,0.0,0.0,1.0,14.0,,,3.0,3.0,,310.0,,,,,0.0,0.0,0.88,1.08,31.0,11.0,,,,,,,,,,,1.0,1.0,,,,,1.0,1.0,,,0.5,0.5,7.8,7.89,0.0,0.0,0.0
1136,,,,,,,,,9.8,0.0,,,300.0,92.0,,,2.0,,765.0,,,,0.0,0.0,,,,,20.0,,5.0,,,,,,4.0,,,,,,,,,,,,4.0,,1.0,,7.7,,1.0,0.0,1.0
1432,,,,,,,,,,,,0.0,,4.0,,,,0.0,,578.0,0.0,,,,0.0,0.0,,,964.0,223.0,,,,,,,,1.0,,,,,,,,,,,,1.0,,1.0,,7.3,1.0,1.0,0.0
661,,,,,,,,,,,0.0,0.0,2.0,4.0,,,4.0,3.0,525.0,505.0,,,,,0.0,0.0,,,,63.0,,,,,,,,,,,1.0,1.0,,,,,1.0,1.0,,,1.0,0.5,7.49,7.48,0.0,0.0,0.0
1051,,,0.08,,,,,,,,0.0,0.0,,4.0,,,8.4,0.0,454.0,398.0,,,,,0.0,0.0,,,,50.0,,,,,,,1.0,1.0,,,,,,,2.8,,,,1.0,1.0,0.68,1.0,7.88,7.5,0.0,0.0,0.0
597,,,0.05,,,,,,,,0.0,,,,,,0.0,,396.0,,,,,,0.0,,,,20.0,,10.0,,,,,,1.0,,,,,,,,,,,,1.0,,1.0,,7.6,,0.0,,0.0
1215,,,0.05,,,,,,0.0,0.0,,,4.0,0.0,,,2.0,2.0,653.0,756.0,0.0,,0.0,0.0,,,,,30.0,40.0,5.0,11.0,,,,,1.0,2.0,3.2,,,,56.6,,26.0,,,,,2.0,1.0,1.0,8.6,7.8,0.0,0.0,0.0
335,10.0,,0.05,0.05,0.1,,2.1,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,551.0,540.0,0.0,0.0,,,0.0,0.0,0.2,,29.0,64.0,11.0,10.0,1.3,,0.002,,1.0,1.0,2.7,,,,154.0,,1.0,,,,1.0,1.0,1.0,1.0,7.5,7.2,0.0,0.0,0.0
489,,,0.08,,,,,,,,0.0,0.0,,,,,3.9,,603.0,,,,,,0.0,0.0,,,73.9,,30.0,,,,,,3.0,,0.54,,,,,,3.8,,,,3.0,,1.83,,6.83,,0.0,0.0,0.0
1500,,,,,,,,,,,0.0,0.0,,15.0,,,0.0,0.0,572.0,543.0,,,,,0.0,0.0,,,20.0,20.0,,,,,,,1.0,1.0,,,,,,,,,,,1.0,1.0,1.0,1.0,7.3,7.3,0.0,0.0,0.0
1412,,,0.15,0.32,,,,,,,0.0,0.0,63.0,300.0,,,3.0,3.0,268.0,323.0,,,,,0.0,0.0,0.63,0.77,44.0,47.0,,,,,,0.003,,,,,1.0,2.0,,,,,1.0,2.0,,,0.5,0.5,7.86,7.93,0.0,0.0,0.0
1526,,,0.16,0.06,,,,13.5,0.0,,,0.0,,,5.0,5.0,,,514.0,566.0,,,0.0,,,0.0,,0.61,42.0,228.0,,9.5,0.67,3.56,0.039,0.068,,,,0.57,0.0,0.0,,10.0,,42.7,0.0,0.0,,,,,7.68,7.88,0.0,1.0,0.0
417,,,,,,,,,,,0.0,0.0,4.0,0.0,,,0.0,0.0,449.0,423.0,,,,,0.0,0.0,,,145.0,100.0,13.0,10.0,,,,,1.0,1.0,,,,,,,,,,,1.0,1.0,2.3,1.2,7.8,7.5,0.0,0.0,0.0
484,,,,0.11,,,,,,,0.0,0.0,,,2.8,,,2.3,473.0,470.0,,,,,0.0,0.0,,,39.0,36.0,20.0,20.0,,,,,,,,,0.0,0.0,,,,,0.0,0.0,,,0.2,0.2,7.7,7.5,0.0,0.0,0.0
663,,,,,,,,,,,0.0,0.0,0.0,3.0,,,4.4,3.3,631.0,631.0,,,,,0.0,0.0,,,,,,,,,,,1.0,1.0,,,,,,,10.5,,,,1.0,1.0,0.54,0.5,7.85,7.86,0.0,0.0,0.0
1449,,,,0.38,,0.39,,116.0,,0.0,0.0,,,59.0,,,,12.0,,927.0,,0.0,,0.0,0.0,,,1.18,,435.0,,28.1,,0.45,,0.01,,4.0,,2.3,,,,102.7,,59.0,,,,,,1.0,,8.6,0.0,1.0,0.0
1523,,,0.05,0.05,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,401.0,403.0,,,,,0.0,0.0,,,36.0,20.0,10.0,10.0,,,,,1.0,1.0,,,,,3.4,3.3,,,,,1.0,1.0,1.0,1.0,7.5,7.4,0.0,0.0,0.0
213,,,,,,,,,,,0.0,,0.0,,,,0.0,,312.0,,,,,,0.0,,,,47.0,,12.0,,,,,,1.0,,,,,,,,,,,,1.0,,1.0,,7.2,,0.0,,0.0
860,,,,,,,,,0.0,0.0,,,,6.0,,,4.0,3.0,681.0,577.0,,,0.0,0.0,,,,,23.0,31.0,,,,,,,1.0,1.0,,,,,,,,,,,1.0,1.0,1.0,1.0,7.2,7.3,0.0,0.0,0.0
1110,5.0,,0.21,0.24,0.085,,170.0,161.0,0.0,0.0,,,24.0,3.0,,,3.0,4.0,742.0,795.0,0.0,0.0,0.0,0.0,,,1.0,0.96,72.0,86.0,33.0,18.0,4.4,0.89,0.023,0.01,2.0,2.0,1.6,1.6,,,61.3,52.8,19.0,17.0,,,1.0,,1.0,1.4,8.1,8.1,0.0,0.0,0.0
1224,,,0.05,,,,,,,,0.0,0.0,14.0,6.0,,,0.0,0.0,588.0,591.0,,,,,0.0,0.0,,,20.0,,,,,,,,1.0,1.0,,,,,,,,,,,1.0,1.0,1.0,1.0,7.4,7.4,0.0,0.0,0.0
635,0.002,0.002,0.092,0.08,0.817,0.333,21.5,21.4,,,0.0,0.0,73.0,4.0,,,15.0,8.1,569.0,567.0,0.0,0.0,,,0.0,0.0,0.76,0.68,0.01,16.0,30.0,30.0,0.01,0.01,0.01,0.01,1.0,2.0,0.5,1.04,,,121.3,128.7,6.9,6.5,,,1.0,2.0,0.89,0.73,8.1,8.2,0.0,0.0,1.0
563,,,0.06,,,,,,,,0.0,0.0,,12.0,,,5.0,0.0,576.0,580.0,,,,,0.0,0.0,,,703.0,22.0,210.0,21.0,,,,,1.0,1.0,,,,,,,,,,,1.0,1.0,5.0,1.0,7.3,7.4,1.0,0.0,1.0
1187,,,,,,,,,0.0,0.0,,,300.0,17.0,,,13.0,20.2,719.0,732.0,,,0.0,0.0,,,,,150.0,540.0,,,,,,,1.0,2.0,,,,,,,,,,,1.0,2.0,1.0,1.0,6.8,7.0,0.0,1.0,0.0
856,,,,,,,,,,0.0,,,,3.0,,,4.0,6.0,311.0,335.0,,,,0.0,,,,,150.0,105.0,32.0,30.0,,,,,2.0,4.0,,,,,,,,,,,2.0,4.0,1.0,1.0,7.7,8.1,0.0,0.0,0.0
1130,,,0.25,0.23,,,,,,,0.0,0.0,,,5.0,5.0,,,349.0,397.0,,,,,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,0.0,,,,,7.86,7.91,0.0,0.0,0.0
356,,,,,,,,,,,0.0,0.0,4.0,0.0,,,0.0,0.0,243.0,53.0,,,,,0.0,0.0,,,20.0,,,,,,,,1.0,1.0,,,,,,,,,,,1.0,1.0,1.0,1.0,8.3,7.2,0.0,0.0,0.0
978,5.0,5.0,0.1,,1.17,0.84,30.0,26.0,0.0,0.0,,,4.0,300.0,,,2.0,3.0,474.0,516.0,0.0,0.0,0.0,0.0,,,1.0,0.76,42.0,47.0,2.1,2.0,0.45,0.5,0.026,0.01,2.0,4.0,0.8,1.0,,,52.4,39.1,9.0,17.0,,,2.0,4.0,1.0,1.0,7.6,8.0,1.0,0.0,0.0
318,,,0.05,0.05,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,516.0,620.0,,,,,0.0,0.0,,,20.0,20.0,10.0,10.0,,,,,1.0,1.0,,,,,,,,,,,1.0,1.0,1.0,1.0,7.3,7.2,0.0,0.0,0.0
650,,,0.05,0.05,,,,,1.0,0.0,,,,,,,3.0,3.0,542.0,558.0,,,0.0,0.0,,,,,58.0,,,,,,,,2.0,2.0,,,,,,,,,,,2.0,2.0,1.0,1.0,7.1,7.3,1.0,0.0,0.0
682,,1.0,,0.05,,0.106,,10.0,,,0.0,0.0,34.0,3.0,,,3.0,3.0,623.0,630.0,,0.0,,,0.0,0.0,,0.56,,0.052,,10.0,,2.06,,0.003,,,,0.59,1.0,1.0,,11.6,,31.0,1.0,1.0,,,0.5,0.5,7.32,7.23,0.0,0.0,0.0
1903,,,0.34,,,,,,0.0,0.0,,,,0.0,,,5.0,5.7,838.0,863.0,,,0.0,0.0,,,,,580.0,750.0,,,,,,,,,,,,,,,,,,,,,0.88,0.5,7.4,7.5,1.0,1.0,0.0
1732,,,0.08,0.08,,,,,,,0.0,0.0,,,,,5.6,10.7,724.0,712.0,,,,,0.0,0.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,1.0,1.0,0.5,1.0,7.69,7.7,0.0,0.0,0.0
686,2.7,,0.05,0.05,0.509,,39.0,,,,0.0,0.0,30.0,3.0,,,3.0,3.0,523.0,526.0,,,,,0.0,0.0,1.23,1.5,92.0,,5.6,,0.2,,0.003,0.003,,,0.83,,1.0,1.0,44.8,,7.0,,1.0,1.0,,,0.5,0.5,7.71,7.69,0.0,0.0,0.0
900,,,,,,,,,0.0,0.0,,,4.0,0.0,,,2.0,2.0,635.0,623.0,,,0.0,0.0,,,,,15.0,2.0,5.0,11.0,,,,,1.0,2.0,,,,,,,,,,,1.0,2.0,1.0,1.0,7.4,7.9,0.0,0.0,0.0
263,,,0.02,,,,,,5.3,,23.8,,2100.0,,,,5.0,,493.0,,,,0.0,,0.0,,,,92.0,,10.0,,,,,,,,,,,,,,,,,,,,0.63,,7.8,,1.0,,0.0
1218,,,,,,,,,0.0,0.0,,,4.0,6.0,,,2.0,2.0,604.0,638.0,,,0.0,0.0,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,2.0,2.0,1.0,1.0,7.6,7.7,0.0,0.0,0.0
1602,,20.0,0.14,,,0.36,26.0,,,0.0,0.0,,300.0,80.0,,,12.0,2.0,553.0,589.0,0.0,,,,0.0,,,1.2,1270.0,14.0,23.0,,,0.04,,0.003,8.0,,0.88,,,,47.3,,3.0,,,,,,7.0,0.5,7.7,7.9,1.0,0.0,0.0
444,,,0.05,0.05,,,23.0,,0.0,,100.0,0.0,300.0,26.0,,,5.0,0.0,758.0,647.0,0.0,0.0,0.0,,0.0,0.0,0.24,,460.0,20.0,11.0,10.0,19.3,,0.01,,4.0,1.0,0.96,1.1,,,12.3,,34.0,,,,4.0,,2.0,1.0,7.6,7.1,1.0,0.0,0.0
1315,,,0.73,,,,,,,,0.0,0.0,7.0,92.0,,,0.0,10.0,871.0,855.0,,,,,0.0,0.0,,,20.0,20.0,,,,,,,2.0,1.0,,,,,,,,,,,1.0,1.0,1.0,1.0,6.7,7.1,1.0,0.0,0.0
1103,,,,,,,,,0.0,0.0,,,10.0,3.0,,,3.0,2.0,515.0,578.0,,,0.0,0.0,,,,,,40.0,,9.0,,,,,2.0,1.0,,,,,,,,,,,2.0,1.0,1.3,1.0,8.0,7.9,0.0,0.0,0.0
266,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,364.0,399.0,,,,,0.0,0.0,,,132.0,61.0,23.0,27.0,,,,,1.0,1.0,,,,,,,,,,,1.0,1.0,1.0,1.0,7.3,7.3,0.0,0.0,0.0
885,10.0,10.0,0.05,0.11,0.1,0.1,15.0,20.0,,,0.0,44.0,6.0,50.0,2.8,5.9,0.0,0.0,634.0,655.0,0.0,0.0,,,0.0,0.0,0.1,0.2,44.0,53.0,10.0,20.0,38.0,47.0,0.002,0.002,1.0,1.0,1.2,1.0,0.0,0.0,9.0,7.3,33.0,34.0,0.0,0.0,1.0,1.0,1.0,1.2,7.7,7.7,0.0,1.0,1.0
770,,,0.07,0.08,,,207.1,140.3,,,0.0,0.0,0.0,0.0,5.0,,,,1199.0,1016.0,0.0,0.0,,,0.0,0.0,0.87,0.78,75.0,45.0,,38.1,0.6,0.3,0.007,0.006,,,1.3,1.4,0.0,,,98.0,113.0,,0.0,,,,0.5,,7.4,7.6,0.0,0.0,0.0
1322,,,,,,,,,,,0.0,0.0,4.0,43.0,,,3.0,3.0,919.0,916.0,,,,,0.0,0.0,,1.3,20.0,21.0,,,,,,,,,,,1.0,1.0,,,,,1.0,1.0,,,0.5,0.5,7.62,7.49,0.0,0.0,0.0
308,,10.0,0.05,0.05,,0.4,,4.3,,,0.0,0.0,0.0,0.0,,,0.0,0.0,364.0,541.0,,0.0,,,0.0,0.0,,0.9,,20.0,,10.0,,1.0,,0.002,1.0,1.0,,1.0,,,,14.0,,4.0,,,1.0,1.0,1.0,1.0,7.5,7.4,0.0,0.0,0.0
325,,,0.36,0.05,,,,,,,0.0,0.0,300.0,0.0,,,0.0,0.0,587.0,398.0,,,,,0.0,0.0,,,20.0,24.0,,,,,,,1.0,1.0,,,,,,,,,,,1.0,1.0,1.0,1.0,7.5,7.2,0.0,0.0,1.0
987,,,,,,,,,0.0,0.0,,,110.0,6.0,,,3.0,3.0,522.0,489.0,,,0.0,0.0,,,,,110.0,59.0,,,,,,,2.0,2.0,,,,,,,,,,,2.0,2.0,1.0,1.0,7.1,7.5,0.0,0.0,0.0
1299,,,,,,,,,0.0,0.0,,,4.0,6.0,,,3.0,5.0,518.0,470.0,,,0.0,0.0,,,,,,43.0,,110.0,,,,,2.0,,,,,,,,,,,,2.0,,1.0,0.5,7.4,7.9,0.0,1.0,1.0
1134,,,,,,,,,0.0,0.0,,,39.0,3.0,,,5.0,4.0,545.0,565.0,,,0.0,0.0,,,,,,,,,,,,,2.0,4.0,,,,,,,,,,,2.0,4.0,1.0,1.0,7.0,7.3,0.0,0.0,0.0
819,5.0,5.0,0.21,0.23,0.473,0.188,8.0,10.0,0.0,0.0,,,4.0,227.0,,,8.0,9.0,602.0,634.0,0.0,0.0,0.0,0.0,,,0.54,0.92,180.0,155.0,16.7,17.2,0.45,3.4,0.01,0.059,2.0,4.0,1.4,2.5,,,17.2,37.0,8.0,15.0,,,2.0,4.0,1.4,1.1,7.4,7.7,0.0,0.0,0.0
666,,,,,,,,,,,0.0,0.0,0.0,3.0,,,10.7,5.7,617.0,616.0,,,,,0.0,0.0,,,,,,,,,,,1.0,1.0,,,,,,,7.6,,,,1.0,1.0,2.92,3.1,7.77,7.81,0.0,0.0,0.0
1769,,5.0,0.11,0.08,,0.014,,7.3,,,0.0,3.0,,124.0,,,22.3,15.0,178.0,273.0,,0.0,,,0.0,0.0,,0.25,,364.0,,36.0,,1.0,,0.012,1.0,1.0,,2.59,,,,8.8,,26.7,,,1.0,1.0,0.92,0.89,7.55,7.8,0.0,1.0,1.0
2100,4.0,,0.05,,0.184,,14.0,,0.0,,,,13.0,,,,2.0,,392.0,,0.0,,0.0,,,,0.43,,25.0,,8.4,,0.83,,0.02,,1.0,,1.6,,,,12.2,,7.0,,,,1.0,,1.0,,7.6,,0.0,,0.0
1766,,,0.05,,,,15.6,,,,0.0,0.0,,,5.0,,,,566.0,,,,,,0.0,0.0,0.25,,,,5.8,,,,,,,,0.6,,0.0,,10.0,,55.9,,0.0,,,,,,7.08,,0.0,0.0,1.0
557,,,,0.05,,,,,,,,0.0,,49.0,,1.5,,,,181.0,,,,,,0.0,,1.4,,40.0,,,,,,,,,,,,0.0,,,,,,0.0,,,,0.2,,7.8,,0.0,0.0
470,,,0.06,0.05,,,,,,,0.0,2.0,1.0,31.0,6.6,5.0,,,446.0,579.0,,,,,0.0,0.0,,,84.0,3500.0,,,,,,,,,,,0.0,0.0,,,,,0.0,0.0,,,0.2,44.0,7.7,8.0,0.0,1.0,0.0
1157,,,,0.3,,,,,,,,0.0,,15.0,,,,14.6,,252.0,,0.0,,,,0.0,,,,76.0,,,,1.65,,0.124,,10.0,,2.69,,,,,,,,,,1.0,,0.89,,7.78,,0.0,0.0
235,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,339.0,462.0,,,,,0.0,0.0,,,26.0,20.0,14.0,10.0,,,,,1.0,1.0,,,,,,,,,,,1.0,1.0,1.0,1.0,7.6,7.6,0.0,0.0,0.0
862,,5.0,,,,0.021,,,,2.0,,,,6.0,,,,20.0,,769.0,,0.0,,0.0,,,,,,20.0,,,,,,,,2.0,,,,,,,,,,,,2.0,,1.0,,7.1,,1.0,0.0
1278,,,,0.21,,,,,,0.0,,,,,,,,2.0,,545.0,,,,0.0,,,,,,20.0,,30.0,,,,,,2.0,,,,,,,,,,,,2.0,,1.0,,7.6,,0.0,0.0
822,,,,,,,,,1.0,0.0,,,4.0,210.0,,,3.0,4.0,564.0,575.0,,,0.0,0.0,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,1.0,2.0,1.0,1.0,7.3,7.5,1.0,0.0,1.0
561,,,,,,,,,,,0.0,,10.0,,,,0.0,,263.0,,,,,,0.0,,,,188.0,,31.0,,,,,,1.0,,,,,,,,,,,,1.0,,2.0,,7.9,,0.0,,0.0
244,,,0.18,,,,,,,,0.0,,4.0,,,,5.0,,559.0,,,,,,0.0,,,,40.0,,10.0,,,,,,,,,,,,,,,,,,,,0.5,,7.8,,0.0,,1.0
566,,10.0,,0.05,,0.1,,1.2,,,0.0,0.0,4.0,4.0,,,0.0,0.0,395.0,400.0,,0.0,,,0.0,0.0,,0.2,20.0,20.0,10.0,10.0,,1.0,,0.002,1.0,1.0,,0.9,,,,3.6,,1.1,,,1.0,1.0,1.0,1.0,7.7,7.3,0.0,0.0,0.0
1077,,,0.05,0.05,,,,,,,0.0,0.0,,0.0,5.0,5.0,,,369.0,413.0,0.0,0.0,,,0.0,0.0,,,38.0,52.0,0.5,0.5,,,,,,,,,0.0,0.0,,,,,0.0,0.0,,,,,7.83,7.8,0.0,0.0,0.0
271,9.2,50.0,0.08,0.05,,0.22,209.0,236.8,,,0.0,0.0,65.0,73.0,,,12.0,23.9,998.0,995.0,0.0,0.0,,,0.0,0.0,0.51,0.8,98.0,97.0,30.0,19.0,1.0,0.039,0.006,0.008,4.0,4.0,1.09,0.8,,1.0,175.4,200.0,2.8,0.32,,1.0,4.0,4.0,0.87,1.84,8.05,8.0,0.0,0.0,0.0
214,,,,0.05,,,,,,,0.0,0.0,0.0,14.0,,,0.0,0.0,545.0,436.0,,0.0,,,0.0,0.0,,,20.0,20.0,11.0,14.0,,,,,1.0,1.0,,2.7,,,,4.1,,7.0,,,1.0,1.0,1.0,1.0,7.3,7.3,0.0,0.0,1.0
937,5.0,5.0,0.08,0.08,0.622,0.7,21.5,53.6,,,0.0,0.0,4.0,7.0,,,8.2,5.1,511.0,541.0,0.0,0.0,,,0.0,0.0,0.58,0.55,40.7,43.0,30.0,30.0,1.0,1.0,0.004,0.004,1.0,1.0,0.3,1.38,,,45.0,38.7,2.8,3.8,,,1.0,1.0,0.78,1.27,7.74,8.15,0.0,0.0,0.0
354,,,0.24,0.19,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,536.0,447.0,0.0,0.0,,,0.0,0.0,,,20.0,20.0,10.0,10.0,,,,,1.0,1.0,1.1,3.0,,,14.0,6.9,16.0,13.0,,,,,1.0,1.0,7.2,7.1,0.0,0.0,1.0
341,,1.0,,0.324,,0.1,,114.0,,2.0,,,,300.0,,,,3.0,,1009.0,,0.0,,0.0,,,,0.68,,189.0,,88.0,,1.6,,0.084,,2.0,,1.4,,,,70.8,,10.0,,,,1.0,,1.6,,8.44,,1.0,1.0
1154,,,0.05,0.05,0.96,0.998,,,,,0.0,0.0,4.0,10.0,,,3.0,3.0,342.0,324.0,,,,,0.0,0.0,0.87,0.84,,,,,,,0.003,,,,,,1.0,1.0,,,,,1.0,1.0,,,0.5,0.5,7.66,7.94,0.0,0.0,0.0
1800,,,0.05,,,,,,0.0,18.1,,,6.0,300.0,,,3.0,,810.0,,,0.0,0.0,0.0,,,,,,,,,,,,,1.0,,0.72,,,,,,,,,,1.0,,1.0,,7.7,,0.0,1.0,0.0
736,,,0.05,,,,,,,,0.0,0.0,33.0,26.0,,,9.0,11.0,835.0,822.0,,,,,0.0,0.0,0.79,1.07,82.0,68.0,5.0,,,,,,,,2.1,,1.0,1.0,48.2,,44.0,,1.0,1.0,,,0.5,0.5,7.53,7.26,0.0,0.0,0.0
398,,,0.05,0.05,,,,,,,0.0,0.0,0.0,1100.0,,5.0,0.0,,463.0,483.0,,,,,0.0,0.0,,,72.0,307.0,,,,,,,1.0,,,,,0.0,,,,,,1.0,1.0,,1.0,,7.9,8.0,0.0,1.0,0.0
1111,,,0.29,0.3,,,,,,,0.0,0.0,,,,,14.6,13.4,223.0,218.0,,,,,0.0,0.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,1.0,1.0,1.19,1.1,7.91,7.9,0.0,0.0,0.0
471,,,,0.05,,,,,,,0.0,0.0,1.0,1.0,7.0,3.9,,,632.0,609.0,,,,,0.0,0.0,,,64.0,29.0,,36.0,,,,,,,,,0.0,0.0,,,,,0.0,0.0,,,0.5,0.2,7.5,7.6,0.0,0.0,0.0
551,,,,,,,,,,,0.0,0.0,14.0,0.0,5.0,25.0,,,1130.0,1124.0,0.0,,,,0.0,0.0,,,46.0,18.0,,,,,,,,,,,0.0,0.0,,,,,0.0,0.0,,,0.3,0.3,7.3,7.4,0.0,0.0,0.0
1123,,,0.08,0.08,,,,,,,4.0,0.0,,,,,7.9,6.6,658.0,665.0,,,,,0.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,1.0,1.0,0.5,0.68,7.26,7.62,1.0,0.0,0.0
1417,,,,,,,,,0.0,0.0,,0.0,14.0,37.0,,,3.0,3.0,368.0,365.0,0.0,0.0,0.0,0.0,,0.0,,,29.0,50.0,5.0,13.0,,,,,2.0,2.0,,,,,,,,,,,2.0,2.0,1.0,1.0,7.8,8.1,0.0,0.0,0.0
1919,14.1,,0.2,0.21,0.183,,,,,,0.0,0.0,,,,,11.1,10.0,424.0,410.0,,,,,0.0,0.0,,,,,,,,,,,1.0,5.0,,,,,28.0,,,,,,1.0,5.0,1.14,0.62,7.67,7.77,0.0,0.0,0.0
1360,,,0.05,0.27,,,,,,,0.0,0.0,,0.0,,,1.0,0.0,430.0,321.0,0.0,0.0,,,0.0,0.0,,,58.0,843.0,10.0,31.0,,,,,4.0,1.0,1.1,1.7,,,100.0,19.0,,1.9,,,,,1.0,3.6,7.9,7.3,0.0,1.0,1.0
1524,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,278.0,313.0,,,,,0.0,0.0,,,36.0,20.0,20.0,90.0,,,,,1.0,1.0,,,,,,,,,,,1.0,1.0,1.0,1.0,7.4,7.3,0.0,1.0,1.0
2316,,,,0.27,,,,,,,,0.0,,27.0,,,,12.0,,717.0,,,,,,0.0,,,,200.0,,20.0,,,,,,,,,,1.0,,,,,,1.0,,,,0.5,,7.79,,0.0,1.0
696,,,,,,,,,,0.0,,,,56.0,,,3.0,2.0,329.0,315.0,,,,0.0,,,1.35,1.4,,,,,,,,,,1.0,,,1.0,,,,,,1.0,,,1.0,0.5,1.0,7.69,7.8,0.0,0.0,0.0
614,,,0.12,0.13,,,,,,,0.0,0.0,97.0,300.0,,,3.0,3.0,500.0,505.0,0.0,,,,0.0,0.0,1.5,1.36,100.0,110.0,,,,,,,,,,,1.0,1.0,,,,,1.0,1.0,,,0.5,0.5,8.64,8.45,0.0,0.0,1.0
687,,,,0.08,,,461.0,468.0,,,0.0,0.0,,5.0,,,4.8,6.1,1726.0,1752.0,,0.0,,,0.0,0.0,,0.72,,48.8,30.0,30.0,,1.0,,0.017,3.0,1.0,,2.37,,,226.8,208.9,,,,,3.0,1.0,0.5,0.5,7.85,8.19,1.0,1.0,0.0
1249,,,0.73,0.05,,,,,,0.0,0.0,,300.0,300.0,,,6.0,4.0,875.0,962.0,,,,0.0,0.0,,,,20.0,42.0,310.0,796.7,,,,,1.0,2.0,,,,,,,,,,,1.0,2.0,1.0,1.0,7.5,7.7,1.0,1.0,1.0
677,,5.0,,,,0.9,,,,,0.0,0.0,4.0,4.0,,,7.9,6.1,646.0,645.0,,0.0,,,0.0,0.0,,,,,,,,,,,1.0,1.0,,,,,,75.4,5.3,,,,1.0,1.0,2.33,2.2,7.67,7.71,0.0,0.0,0.0
854,,,,,,,,,,1.0,,,,54.0,,,,5.0,,450.0,,,,0.0,,,,,,320.0,,20.0,,,,,,1.0,,,,,,,,,,,,,,1.2,,8.0,,1.0,1.0
2308,,,,0.05,,,,,,0.0,,,,300.0,,,,4.0,,1024.0,,,,0.0,,,,,,24.0,,5.0,,,,,,2.0,,,,,,,,,,,,2.0,,1.0,,7.4,,0.0,0.0
934,,,0.05,0.05,,,,,,,0.0,0.0,,0.0,5.0,5.0,,,339.0,369.0,0.0,0.0,,,0.0,0.0,,,52.0,86.0,0.5,0.5,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,8.05,7.97,0.0,0.0,0.0
1789,,,0.05,0.2,,,,,,,,0.0,,7.0,,,7.0,,508.0,,,,,0.0,,,0.72,0.68,330.0,480.0,12.0,28.0,,,,,1.0,,,,,,,,,,,,1.0,,1.4,,7.9,,1.0,1.0,0.0
493,,,0.05,0.05,,,,,,,0.0,0.0,,8.0,3.7,5.4,,,506.0,505.0,,,,,0.0,0.0,,,33.0,21.0,,,,,,,,,,,0.0,0.0,,,,,0.0,0.0,,,0.2,0.2,7.6,7.8,0.0,0.0,0.0
