station_id,Aluminium_2019,Aluminium_2020,Ammonium_2019,Ammonium_2020,Boron_2019,Boron_2020,Chloride_2019,Chloride_2020,Coli-like-bacteria-Colilert_2019,Coli-like-bacteria-Colilert_2020,Coli-like-bacteria_2019,Coli-like-bacteria_2020,Colony-count-at-22-C_2019,Colony-count-at-22-C_2020,Color-Pt-Co-unit_2019,Color-Pt-Co-unit_2020,Color-Pt/Co-scale_2019,Color-Pt/Co-scale_2020,Electrical-conductivity_2019,Electrical-conductivity_2020,Enterococci_2019,Enterococci_2020,Escherichia-coli-Colilert_2019,Escherichia-coli-Colilert_2020,Escherichia-coli_2019,Escherichia-coli_2020,Fluoride_2019,Fluoride_2020,Iron_2019,Iron_2020,Manganese_2019,Manganese_2020,Nitrate_2019,Nitrate_2020,Nitrite_2019,Nitrite_2020,Odour-dilution-level_2019,Odour-dilution-level_2020,Oxidability_2019,Oxidability_2020,Smell-ball-units_2019,Smell-ball-units_2020,Sodium_2019,Sodium_2020,Sulphate_2019,Sulphate_2020,Taste-ball-units_2019,Taste-ball-units_2020,Taste-dilution-degree_2019,Taste-dilution-degree_2020,Turbidity-NTU_2019,Turbidity-NTU_2020,pH _2019,pH _2020,compliance_2019,compliance_2020,compliance_2021
554,,,,0.05,,0.838,,61.0,,,,,,,,,,2.0,,516.0,,,,,,,,1.5,,22.0,,2.0,,0.5,,0.01,,1.0,,1.6,,,,76.4,,35.0,,,,,,1.0,,8.0,,0.0,0.0
576,,,0.08,0.08,,,,,,,0.0,0.0,,,,,10.0,7.5,454.0,443.0,,,,,0.0,0.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,1.0,1.0,0.68,1.9,7.55,7.51,0.0,0.0,1.0
577,,,,,,,,,,,0.0,0.0,90.0,,5.0,15.0,,,602.0,595.0,,,,,0.0,0.0,,,,,,,,,,,,,,,1.0,0.0,,,,,1.0,0.0,,,0.3,,7.3,7.3,0.0,0.0,0.0
582,,,0.05,0.05,,,,,,,0.0,0.0,,14.0,1.5,1.5,,,207.0,252.0,,,,,0.0,0.0,1.29,1.42,25.0,20.0,,,,,,,,,,,0.0,0.0,,,,,0.0,0.0,,,0.2,0.2,7.8,7.9,0.0,0.0,0.0
592,,,0.05,0.06,,,,,,,0.0,0.0,,9.0,4.6,5.7,,,421.0,424.0,,,,,0.0,0.0,,,37.0,61.0,,,,,,,,,,,0.0,0.0,,,,,0.0,0.0,,,0.2,0.2,8.2,7.7,0.0,0.0,0.0
596,,,0.05,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,499.0,474.0,,,,,0.0,0.0,,,20.0,20.0,,,,,,,1.0,1.0,,,,,,,,,,,1.0,1.0,1.0,1.0,7.4,7.5,0.0,0.0,0.0
603,,,0.05,0.05,,,,,,,0.0,0.0,1.0,56.0,1.7,0.5,,,473.0,445.0,,,,,0.0,0.0,,,52.0,20.0,,,,,,,,,,,0.0,0.0,,,,,0.0,0.0,,,0.2,0.4,7.8,7.6,0.0,0.0,0.0
619,,,0.1,,,,,,0.0,0.0,,,,0.0,,,9.0,8.0,668.0,672.0,,,0.0,0.0,,,,,130.0,160.0,,,,,,,,,,,,,,,,,,,,,0.5,0.5,7.2,7.4,0.0,0.0,0.0
620,,,0.17,,,,,,0.0,0.0,,,,0.0,,,4.4,3.7,717.0,754.0,,,0.0,0.0,,,,,18.0,14.0,,,,,,,,,,,,,,,,,,,,,0.5,0.5,7.4,7.6,0.0,0.0,0.0
624,5.0,5.0,0.05,0.05,0.172,0.23,21.0,29.0,1.0,0.0,0.0,0.0,66.0,300.0,,,14.0,20.0,758.0,755.0,4.0,0.0,0.0,0.0,0.0,0.0,0.59,0.95,110.0,51.0,2.0,2.0,1.2,1.6,0.01,0.01,1.0,2.0,2.8,2.0,1.0,1.0,32.5,40.9,43.0,31.0,1.0,1.0,1.0,2.0,1.0,1.0,7.59,7.54,1.0,0.0,1.0
627,,,,,,,,,,,0.0,0.0,300.0,62.0,,,5.0,,315.0,,,,,,0.0,0.0,,,455.0,,187.0,,,,,,1.0,,,,,,,,,,,,1.0,,8.4,,7.5,,1.0,0.0,1.0
631,,,,,,,,,,,,0.0,,0.0,,,6.0,6.0,362.0,378.0,,,,,,0.0,,,,,,,,,,,,,,,0.0,0.0,,,,,1.0,1.0,,,0.75,0.75,7.23,7.29,0.0,0.0,0.0
633,,11.0,,0.061,,0.757,,183.0,,,0.0,0.0,4.0,25.0,,,9.3,20.7,980.0,978.0,,0.0,,,0.0,0.0,,0.53,,186.0,,30.0,,0.01,,0.01,,,,2.32,0.0,3.0,,194.0,,2.4,0.0,3.0,,,1.38,1.6,8.21,8.22,0.0,0.0,0.0
637,5.0,,0.05,0.05,0.009,,34.0,,0.0,0.0,,,8.0,,,,7.0,4.8,691.0,682.0,0.0,,0.0,0.0,,,0.2,,69.0,,16.6,,0.45,,0.01,,2.0,2.0,1.6,,,,14.5,,32.0,,,,2.0,2.0,1.2,1.0,7.0,7.1,0.0,0.0,0.0
638,,,0.25,0.38,,,85.0,,0.0,0.0,,,0.0,0.0,,,3.0,2.0,622.0,612.0,0.0,,0.0,0.0,,,0.73,,200.0,34.0,8.0,5.0,0.45,,0.01,,4.0,2.0,1.2,,,,79.0,,21.0,,,,1.0,2.0,3.3,1.0,7.8,8.0,0.0,0.0,0.0
641,,,0.05,0.05,,,,,0.0,0.0,,,,,,,2.0,3.0,729.0,756.0,,,0.0,0.0,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,2.0,2.0,1.0,1.0,7.0,7.1,0.0,0.0,0.0
648,,,,,,,,,,,0.0,0.0,8.0,4.0,,,6.2,4.0,583.0,580.0,,,,,0.0,0.0,,,,,,,,,,,1.0,1.0,,,,,,,2.87,,,,1.0,1.0,0.81,0.62,7.79,7.85,0.0,0.0,0.0
654,10.0,10.0,0.05,0.05,0.2,0.1,1.6,1.8,,,0.0,0.0,164.0,189.0,,,0.0,0.0,465.0,479.0,0.0,0.0,,,0.0,0.0,0.5,0.4,152.0,159.0,26.0,50.0,1.0,1.0,0.003,0.002,1.0,1.0,1.3,1.3,,,114.0,77.0,13.0,12.0,,,1.0,1.0,2.1,1.7,7.7,7.9,0.0,0.0,0.0
658,,,,,,,,,,,0.0,0.0,1.0,19.0,,,3.0,3.0,646.0,628.0,,,,,0.0,0.0,,,73.0,110.0,,,,,,,,,,,1.0,1.0,,,,,1.0,1.0,,,0.6,0.5,7.47,7.47,0.0,0.0,0.0
659,,,0.05,0.06,,,,,,0.0,0.0,0.0,27.0,33.0,,,3.0,4.0,638.0,671.0,,,,0.0,0.0,0.0,,,110.0,160.0,,,,,0.003,0.003,,,,,1.0,1.0,,,,,1.0,1.0,,,0.5,0.5,7.18,7.45,0.0,0.0,0.0
668,,,,,,,,,,,0.0,0.0,4.0,3.0,,,6.1,4.9,611.0,611.0,,,,,0.0,0.0,,,,,,,,,,,1.0,1.0,,,,,,,4.3,,,,1.0,1.0,0.65,3.0,7.67,7.63,0.0,0.0,0.0
672,,,0.05,0.05,,,,,0.0,0.0,,,,,,,3.0,2.0,636.0,628.0,,,0.0,0.0,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,2.0,2.0,1.0,1.0,7.2,7.3,0.0,0.0,0.0
680,,,0.05,0.05,,,,,0.0,0.0,,,,,,,11.0,9.1,636.0,640.0,,,0.0,0.0,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,2.0,2.0,1.0,1.0,7.1,7.1,0.0,0.0,0.0
685,,,0.11,0.19,,,,,0.0,0.0,,,,55.0,,,10.0,17.0,706.0,676.0,,,0.0,0.0,,,,,205.0,2500.0,,14.0,,,,,2.0,4.0,,,,,,,,,,,2.0,4.0,2.0,6.7,6.9,7.2,1.0,1.0,0.0
690,,,,0.05,,,,,,0.0,0.0,,23.0,5.0,,,4.0,4.0,866.0,897.0,,,,0.0,0.0,,,,,,,,,90.0,,,,1.0,,,2.0,,,,,,2.0,,,1.0,0.5,1.0,7.41,7.4,0.0,1.0,0.0
700,,,,0.08,,,,,,,0.0,0.0,4.0,,,,6.7,7.5,726.0,713.0,,,,,0.0,0.0,,,,,,,,,,,1.0,1.0,,,,,,,14.3,,,,1.0,1.0,0.5,0.97,7.62,7.7,0.0,0.0,0.0
701,,,0.08,0.08,,,,,,,0.0,0.0,,,,,4.8,14.8,717.0,694.0,,,,,0.0,0.0,,,,,,,,,,,1.0,1.0,,,,,,,38.2,,,,1.0,1.0,0.5,2.0,7.68,7.49,0.0,0.0,0.0
705,,,0.08,0.08,0.978,0.978,,,,,0.0,0.0,3.0,9.0,,,3.0,3.0,377.0,377.0,,,,,0.0,0.0,1.17,1.17,24.0,24.0,,,,,0.003,0.003,,,,,1.0,1.0,,,,,1.0,1.0,,,0.5,0.5,7.36,7.82,0.0,0.0,1.0
706,,,,,0.993,0.993,,,,,0.0,0.0,2.0,8.0,,,3.0,3.0,326.0,429.0,,,,,0.0,0.0,0.93,0.93,100.0,100.0,,,,,,,,,,,1.0,1.0,,,,,1.0,1.0,,,0.5,0.5,7.38,7.51,0.0,0.0,0.0
710,,1.0,,0.14,,0.0891,,8.2,,,0.0,0.0,1.0,1.0,,,6.0,5.0,496.0,507.0,,0.0,,,0.0,0.0,,0.75,94.0,53.0,,10.7,,0.2,,0.055,,,,1.4,1.0,1.0,,18.6,,16.0,1.0,1.0,,,0.6,0.5,7.45,7.46,0.0,0.0,0.0
713,,,,,,,,,,,0.0,0.0,14.0,19.0,,,3.0,3.0,239.0,189.0,,,,,0.0,0.0,1.22,1.03,20.0,,,,,,,,,,,,1.0,1.0,,,,,2.0,2.0,,,0.5,0.5,8.3,7.71,0.0,0.0,0.0
714,,12.9,,0.05,,0.64,,51.0,,1.0,,0.0,,70.0,,,,9.0,,638.0,,0.0,,1.0,,0.0,,2.7,,82.0,,2.0,,0.77,,0.01,,2.0,,1.4,,,,83.3,,40.0,,,,2.0,,1.2,,7.6,,1.0,0.0
715,,,,0.05,,,,,0.0,,,0.0,14.0,2.0,,,4.0,3.0,624.0,651.0,0.0,0.0,0.0,,,0.0,,,15.0,50.0,,,,,,,2.0,,,5.6,,1.0,,,,,,1.0,2.0,,1.0,0.5,7.1,7.15,0.0,1.0,0.0
717,,,0.011,,,,,,,0.0,0.0,,,0.0,,,2.0,2.0,556.0,555.0,,,,0.0,0.0,,,,10.0,19.0,,,,,,,,,,,,,,,,,,,,,0.5,0.5,7.9,8.0,0.0,0.0,0.0
722,,,0.25,0.19,,,,,,,0.0,0.0,29.0,300.0,,,6.0,9.0,696.0,683.0,,,,,0.0,0.0,,,97.0,90.0,,,,,,0.003,,,,,2.0,1.0,,,,,1.0,1.0,,,0.5,0.5,8.09,8.03,0.0,0.0,0.0
730,,,0.011,0.054,,,,,0.0,0.0,,,,,,,2.0,3.5,765.0,724.0,,,0.0,0.0,,,,,10.0,18.0,,,,,,,,,,,,,,,,,,,,,0.5,0.5,7.5,7.3,0.0,0.0,0.0
731,,5.0,3.5,3.3,,,,9.0,0.0,0.0,,,28.0,300.0,,,14.0,15.0,646.0,697.0,0.0,0.0,0.0,0.0,0.0,,,1.49,64.0,170.0,,2.0,,0.5,,0.01,8.0,4.0,,4.5,,,,38.9,,3.0,,,8.0,4.0,1.3,1.0,7.6,7.9,1.0,1.0,1.0
740,,,,0.05,,,,18.0,0.0,0.0,,0.0,300.0,5.0,,,10.0,14.0,736.0,601.0,0.0,0.0,0.0,0.0,,0.0,,1.31,995.0,72.0,,36.0,,0.54,,0.01,2.0,2.0,,3.6,,1.0,,7.9,,17.0,,1.0,2.0,2.0,3.7,1.0,7.2,7.5,1.0,0.0,0.0
749,,,0.03,0.03,,,,,,,0.0,0.0,0.0,,5.0,5.0,,,498.0,524.0,,,,,0.0,0.0,,,37.0,20.0,,,,,,,,,,,0.0,0.0,,,,,0.0,0.0,,,0.3,0.3,7.6,7.6,0.0,0.0,0.0
758,4.0,5.0,0.08,0.08,0.014,0.046,107.0,70.9,,,0.0,0.0,20.0,270.0,,,8.2,13.6,611.0,482.0,0.0,0.0,,,0.0,0.0,0.4,0.39,56.9,53.6,30.0,30.0,1.0,1.0,0.005,0.005,3.0,2.0,0.48,1.8,,,3.6,39.0,11.5,17.7,,,2.0,2.0,0.84,2.86,8.04,8.11,0.0,0.0,0.0
760,,,0.08,0.08,,,,,,,0.0,0.0,4.0,42.0,,,8.6,8.0,926.0,922.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,1.0,3.0,,,,,,,,,,,1.0,3.0,1.9,0.77,7.87,8.08,0.0,0.0,0.0
763,,,,0.03,,,,,,,,0.0,,,,5.0,,,,844.0,,,,,,0.0,,,10.0,37.0,,,,,,,,,,,,0.0,,,,,,0.0,,,,0.3,,7.1,0.0,0.0,0.0
768,,,,0.06,,,,,,,,0.0,,,,10.0,,,,916.0,,,,,,0.0,,,35.0,20.0,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,7.4,0.0,0.0,1.0
771,,,,,,,,,,,0.0,0.0,0.0,80.0,,,0.0,0.0,414.0,417.0,,,,,0.0,0.0,,,20.0,20.0,10.0,10.0,,,,,1.0,1.0,,,,,,,,,,,1.0,1.0,1.0,1.0,7.4,7.4,0.0,0.0,0.0
773,,,0.3,0.05,,,,,,,0.0,0.0,0.0,0.0,5.0,5.0,,3.0,838.0,943.0,0.0,0.0,,,0.0,0.0,,,,20.0,,5.0,,,,,,1.0,,1.5,0.0,0.0,,104.4,,66.0,0.0,0.0,,,0.3,1.0,7.4,7.5,0.0,0.0,0.0
776,,,,,,,,,,,0.0,,0.0,,,,0.0,,376.0,,,,,,0.0,,,,20.0,,10.0,,,,,,1.0,,,,,,,,,,,,1.0,,1.0,,7.5,,0.0,,0.0
778,,,0.03,,,,6.6,,,,0.0,,0.0,,5.0,,,,278.0,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,4.0,,,,0.3,,7.8,,0.0,,0.0
803,,,,,,,,,,,0.0,0.0,16.0,10.0,,,0.0,5.0,494.0,500.0,,,,,0.0,0.0,,,20.0,20.0,,,,,,,1.0,1.0,,,,,,,,,,,1.0,1.0,1.0,1.0,7.0,7.5,0.0,0.0,0.0
805,,5.0,,0.29,,0.263,,17.0,0.0,0.0,,,4.0,3.0,,,13.0,7.0,570.0,597.0,,0.0,0.0,0.0,,,,0.66,2000.0,1353.0,,61.6,,0.5,,0.01,4.0,2.0,,3.1,,,,30.1,,3.0,,,4.0,2.0,10.0,5.2,7.7,7.7,1.0,1.0,0.0
808,,,,,,,,,,0.0,,,,15.0,,,,11.0,,628.0,,,,0.0,,,,,,84.0,,,,,,,,1.0,,,,,,,,,,,,1.0,,1.0,,7.1,,0.0,0.0
812,,,,,,,,,0.0,0.0,,,8.0,0.0,,,2.0,3.0,612.0,711.0,,,0.0,0.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,1.0,1.0,1.0,1.0,7.0,7.4,0.0,0.0,0.0
824,,,0.05,,,,,,0.0,3.0,,,0.0,10.0,,,2.0,2.0,561.0,589.0,,,0.0,0.0,,,,,25.0,20.0,10.0,10.0,,,,,1.0,1.0,,,,,,,,,,,1.0,1.0,1.0,1.0,7.5,7.7,0.0,1.0,0.0
827,,,0.05,,,,,,0.0,2.0,,,4.0,142.0,,,3.0,7.0,488.0,465.0,,,0.0,0.0,,,,,38.0,144.0,5.0,32.0,,,,,1.0,2.0,,,,,,,,,,,1.0,2.0,1.0,1.0,7.8,8.2,0.0,1.0,0.0
831,,,0.05,,,,,,0.0,0.0,,,4.0,0.0,,,2.0,2.0,804.0,814.0,,,0.0,0.0,,,,,14.0,20.0,5.0,5.0,,,,,1.0,1.0,,,,,,,,,,,1.0,1.0,1.0,1.0,7.5,7.5,0.0,0.0,0.0
833,,,0.2,0.22,,,,,0.0,0.0,,,6.0,0.0,,,2.0,5.0,514.0,550.0,,,0.0,0.0,,,,,140.0,280.0,25.0,167.0,,,,,2.0,2.0,,,,,,,,,,,2.0,2.0,1.7,1.0,7.7,8.1,0.0,1.0,1.0
842,,,0.15,,,,,,0.0,,,,,,,,3.0,,1097.0,,,,0.0,,,,0.94,,26.0,,5.0,,,,,,1.0,,,,,,,,,,,,1.0,,1.0,,7.1,,0.0,,0.0
845,,5.0,,0.05,,0.2,,31.0,,0.0,,,,9.0,,,2.0,5.0,319.0,350.0,,3.0,,0.0,,,,0.7,18.0,29.0,5.0,50.0,,0.66,,0.01,2.0,4.0,,1.1,,,,31.1,,19.0,,,2.0,4.0,1.0,1.0,7.6,8.1,0.0,1.0,0.0
850,,,,,,,,,0.0,0.0,,,145.0,0.0,,,3.0,3.0,461.0,459.0,0.0,,0.0,0.0,,,,,47.0,50.0,5.0,5.0,,,,,2.0,2.0,,,,,,,,,,,2.0,2.0,1.0,1.0,7.7,7.8,0.0,0.0,0.0
859,,,0.05,,,,,,,,0.0,,,,,,0.0,,300.0,,,,,,0.0,,,,20.0,,10.0,,,,,,1.0,,,,,,,,,,,,1.0,,1.0,,7.3,,0.0,,0.0
867,4.0,,0.15,0.17,0.331,,17.0,,,,0.0,0.0,4.0,,,,4.5,7.5,633.0,643.0,0.0,,,,0.0,0.0,0.3,,107.0,,34.0,,1.0,,0.024,,1.0,1.0,0.3,,,,24.2,,30.0,,,,1.0,1.0,0.5,1.93,7.67,7.29,0.0,0.0,0.0
868,5.0,,0.13,0.03,0.028,,,,,,0.0,0.0,,,,,,,,,0.0,,,,0.0,0.0,,,,,,,0.6,,,,,,,,,,111.6,,,,,,,,,,,,0.0,0.0,0.0
870,,,,,,,,,,,0.0,0.0,,0.0,,,0.0,0.0,678.0,601.0,,,,,0.0,0.0,,,20.0,20.0,,,,,,,1.0,1.0,,,,,,,,,,,1.0,1.0,1.0,1.0,7.4,7.4,0.0,0.0,0.0
881,,5.0,,0.19,,0.667,,14.0,0.0,0.0,,,5.0,3.0,,,,3.0,,586.0,,0.0,0.0,0.0,,,,1.0,,14.0,,2.0,,0.45,,0.01,,2.0,,1.6,,,,27.0,,16.0,,,,2.0,,1.0,,7.5,0.0,0.0,0.0
882,5.0,,0.81,0.05,0.057,,231.0,,0.0,,,,0.0,,,,5.0,,1045.0,,0.0,,0.0,,,,0.39,,33.0,35.0,13.0,5.0,0.45,,0.01,,4.0,,1.4,,,,186.4,,3.0,,,,4.0,,3.4,,7.9,,1.0,0.0,0.0
895,,,0.05,,,,,,0.0,,,,,,,,2.0,3.0,474.0,545.0,,,0.0,0.0,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,2.0,1.0,1.0,1.0,7.6,8.0,0.0,0.0,0.0
899,,,,,,,,,0.0,0.0,,,102.0,0.0,,,5.0,4.0,437.0,507.0,,,0.0,0.0,,,,,140.0,400.0,5.0,5.0,,,,,2.0,4.0,,,,,,,,,,,2.0,4.0,5.5,1.0,7.3,7.7,0.0,1.0,0.0
908,,,,,,,,,,,0.0,0.0,0.0,0.0,5.0,5.0,,,454.0,478.0,,,,,0.0,0.0,,,,,,,,,,,1.0,,,,0.0,0.0,,,30.6,,0.0,0.0,,,,,7.32,7.09,0.0,0.0,0.0
909,,,,,,,,,,,0.0,0.0,0.0,0.0,5.0,5.0,,,530.0,548.0,,,,,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,0.0,,,,,7.39,7.18,0.0,0.0,0.0
924,,5.0,,0.23,,0.407,,9.0,,,,,,,,,,2.6,,599.0,,,,,,,,0.52,,160.0,,19.4,,0.45,,0.046,,2.0,,1.4,,,,20.9,,14.0,,,,2.0,,1.0,,7.6,,0.0,0.0
927,,,0.05,0.05,,,,,0.0,,,0.0,,13.0,,,3.0,2.0,353.0,385.0,,,0.0,0.0,,,1.39,1.2,61.0,20.0,5.0,5.0,,,,,1.0,2.0,,,,,,,,,,,1.0,2.0,1.0,1.0,7.8,8.0,0.0,0.0,0.0
931,,,,,,,,,0.0,0.0,,,300.0,161.0,,,16.0,15.0,372.0,505.0,0.0,0.0,0.0,0.0,,,,,105.0,170.0,,,,,,,1.0,2.0,,,,,,,,,,,1.0,2.0,1.0,1.0,7.3,7.6,0.0,0.0,0.0
936,,,0.11,0.13,,,,,,,0.0,0.0,28.0,9.0,,,7.5,8.2,749.0,743.0,,,,,0.0,0.0,,,,,,,,,0.004,0.011,2.0,2.0,,,,,,,,,,,2.0,2.0,0.54,0.5,7.97,7.92,0.0,0.0,0.0
939,,20.0,0.08,0.27,,0.16,,33.0,,,0.0,0.0,,36.0,,5.0,10.4,,562.0,591.0,0.0,0.0,,,0.0,0.0,,0.67,,40.0,,8.8,,1.5,,0.007,1.0,,0.77,1.4,,1.0,,590.0,,5.0,,,,,0.5,0.88,7.83,8.1,0.0,1.0,0.0
948,,,,0.05,,,,10.0,0.0,,,,4.0,,,,,4.0,,538.0,,,0.0,,,,,,,17.0,,5.0,,,,,,2.0,,1.0,,,,7.6,,17.0,,,,2.0,,1.0,,7.2,0.0,0.0,0.0
953,,,0.12,,,,,,,,0.0,0.0,,29.0,,,8.8,0.0,587.0,515.0,,,,,0.0,0.0,,,,,,,,,,,1.0,1.0,,,,,,,3.3,,,,1.0,1.0,0.5,1.0,7.37,7.2,0.0,0.0,0.0
962,5.0,5.0,0.05,0.29,0.317,0.77,74.0,66.0,,,0.0,0.0,42.0,21.0,5.0,5.0,,,669.0,748.0,0.0,0.0,,,0.0,0.0,0.43,0.23,39.0,43.3,3.4,2.0,1.9,3.0,0.01,0.01,,,1.5,1.8,0.0,0.0,45.8,39.5,33.0,37.0,3.0,1.0,,,1.0,,7.92,7.86,0.0,1.0,0.0
967,,,0.08,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,411.0,436.0,,,,,0.0,0.0,,,20.0,26.0,10.0,,,,,,2.0,1.0,0.5,,,,,,2.87,,,,1.0,1.0,1.0,1.0,7.6,7.6,0.0,0.0,0.0
975,,,,,,,,,,0.0,,,,3.0,,,,2.0,,624.0,,,,0.0,,,,,,21.0,,,,,,,,1.0,,,,,,,,,,,,1.0,,1.0,,7.6,,0.0,0.0
983,,,,,,,,,0.0,,,,,,,,2.0,,446.0,,,,0.0,,,,,,36.0,,8.0,,,,,,16.0,,,,,,,,,,,,32.0,,1.8,,8.7,,0.0,,0.0
986,,,,,,,,,0.0,0.0,,,0.0,4.0,,,2.0,2.0,506.0,484.0,,,0.0,0.0,,,,,20.0,19.0,,,,,,,1.0,1.0,,,,,,,,,,,1.0,1.0,1.0,1.0,7.3,7.6,0.0,0.0,0.0
988,4.0,5.0,0.05,0.06,0.54,0.459,6.0,4.0,0.0,0.0,,,9.0,14.0,,,2.0,6.0,494.0,490.0,0.0,0.0,0.0,0.0,,,0.7,0.56,28.0,105.0,16.1,9.3,0.45,0.45,0.01,0.01,2.0,4.0,0.8,2.1,,,16.3,16.1,16.0,14.0,,,2.0,4.0,1.0,1.0,7.5,8.0,0.0,0.0,0.0
991,42.1,46.3,0.05,0.05,0.015,1.0,43.0,36.0,0.0,0.0,,,300.0,6.0,,,3.0,3.0,450.0,424.0,0.0,0.0,0.0,0.0,,,0.18,0.15,31.0,73.0,7.0,5.0,1.8,0.5,0.01,0.01,2.0,8.0,4.0,3.2,,,11.4,10.9,31.0,19.0,,,2.0,8.0,1.0,1.0,7.1,7.4,0.0,0.0,0.0
992,,,0.05,,,,,,,,0.0,0.0,12.0,0.0,,,0.0,0.0,493.0,515.0,,,,,0.0,0.0,,,114.0,82.0,,,,,,,1.0,1.0,,,,,,,,,,,1.0,1.0,1.4,1.0,7.3,7.6,0.0,0.0,0.0
999,,,,0.17,,,,,,,,0.0,,,,5.0,,7.0,,288.0,,,,,,0.0,,,,115.0,,,,0.06,,0.04,,1.0,,,,0.0,,,,,,0.0,,1.0,,0.81,,7.98,,0.0,0.0
1002,,,0.08,0.08,,,,,,,0.0,0.0,,,,,3.7,4.8,464.0,450.0,,,,,0.0,0.0,,,,,,,,,,,2.0,3.0,,,,,,,,,,,2.0,3.0,0.5,0.5,7.58,7.87,0.0,0.0,0.0
1024,,,,,,,,,,,0.0,0.0,3.0,6.0,,,,,451.0,449.0,,,,,0.0,0.0,,,25.0,180.0,,,,,,,,1.0,,,,,,,,,,,,,1.0,4.4,8.01,8.27,0.0,0.0,0.0
1027,,,0.73,0.14,,,,243.0,0.0,,,,300.0,,,,11.0,8.2,1683.0,1197.0,,,0.0,,,,,,43.0,46.0,47.0,13.0,,,,,4.0,2.0,,,,,,,,,,,4.0,2.0,1.0,1.0,7.7,8.0,1.0,0.0,1.0
1032,,,3.1,,,,,,0.0,,,,45.0,,,,6.0,,516.0,,0.0,,0.0,,,,,,120.0,,28.0,,,,,,2.0,,0.72,,,,13.9,,3.0,,,,2.0,,1.7,,7.7,,1.0,,1.0
1033,,,0.18,0.14,,,,,,,,,,,,,7.0,7.0,217.0,205.0,,,,,,,,,165.0,220.0,12.0,13.0,,,,,2.0,2.0,,,,,,,,,,,2.0,2.0,1.0,1.0,7.8,8.1,0.0,1.0,1.0
1044,,5.0,,0.05,,3.4,,135.0,0.0,0.0,,0.0,7.0,173.0,,,2.0,2.0,735.0,807.0,0.0,0.0,0.0,0.0,,0.0,,0.66,59.0,37.0,5.0,28.0,,0.5,,0.013,1.0,2.0,,1.2,,,,46.8,,26.0,,,1.0,2.0,1.4,2.4,7.8,8.0,0.0,1.0,0.0
1045,,5.0,,0.05,,2.5,,69.0,0.0,0.0,,,4.0,32.0,,,2.0,3.0,465.0,488.0,0.0,0.0,0.0,0.0,,,,0.64,44.0,76.0,9.0,165.0,,0.5,,0.01,2.0,2.0,,1.4,,,,29.5,,27.0,,,2.0,2.0,1.0,7.9,7.8,8.0,0.0,1.0,0.0
1050,,,0.08,,,,,,,,0.0,0.0,,10.0,,,6.2,0.0,457.0,403.0,,0.0,,,0.0,0.0,,,,,,,,,,,1.0,1.0,,,,,,,3.3,,,,1.0,1.0,0.5,1.0,7.82,7.5,0.0,0.0,0.0
1053,,,0.05,,,,,,,,0.0,,10.0,,,,5.0,,672.0,,0.0,,,,0.0,,,,21.0,,5.0,,,,,,1.0,,1.3,,,,7.0,,20.0,,,,,,1.0,,7.0,,0.0,,1.0
1062,,,,,0.439,0.294,,,,,0.0,,2.0,5.0,,,3.0,,,,,,,,0.0,,1.01,,50.0,,,,,,,,,,,,1.0,,,,,,1.0,,,,0.5,,7.62,,0.0,0.0,0.0
1072,,,,,,,,,,,0.0,0.0,4.0,0.0,,,4.2,6.1,454.0,458.0,,,,,0.0,0.0,,,,,,,1.0,,0.004,,1.0,1.0,,,,,,,2.8,,,,1.0,1.0,0.59,0.5,7.91,7.9,0.0,0.0,0.0
1073,,,,,,,,,,,0.0,0.0,0.0,0.0,,,3.8,5.1,470.0,475.0,,,,,0.0,0.0,,,,,,,1.0,,0.004,,1.0,1.0,,,,,,,7.2,,,,1.0,1.0,0.59,2.5,7.64,7.63,0.0,0.0,0.0
1074,,,0.05,0.05,,,,,,,0.0,0.0,,0.0,5.0,5.0,,,338.0,379.0,0.0,0.0,,,0.0,,,,43.0,56.0,0.5,0.5,,,,,,,,,0.0,0.0,,,,,0.0,0.0,,,,,7.98,7.96,0.0,0.0,0.0
1080,,,1.03,0.08,,,,,,,0.0,0.0,,,,,8.8,14.6,776.0,798.0,,,,,0.0,0.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,1.0,1.0,0.65,0.5,7.82,8.11,1.0,0.0,1.0
1096,5.0,5.0,0.24,0.16,0.126,0.13,116.0,105.0,0.0,0.0,,,4.0,0.0,,,2.0,2.0,633.0,594.0,0.0,0.0,0.0,0.0,,,0.62,0.52,185.0,3.7,40.0,8.8,0.45,0.5,0.069,0.309,4.0,4.0,1.8,1.8,,,59.6,42.5,17.0,16.0,,,16.0,4.0,4.1,1.0,7.7,8.0,1.0,0.0,0.0
